"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2","temp"
11162,-2.0000e+02,-1.7500e+02,4.7500e+01,3.0652e+02
11163,-1.3333e+02,-1.7500e+02,4.7500e+01,3.1285e+02
11164,-1.0000e+02,-1.7500e+02,4.7500e+01,3.2087e+02
11165,-6.6667e+01,-1.7500e+02,4.7500e+01,3.3202e+02
11166,-3.3333e+01,-1.7500e+02,4.7500e+01,3.4569e+02
11167,0.0000e+00,-1.7500e+02,4.7500e+01,3.6077e+02
11168,3.3333e+01,-1.7500e+02,4.7500e+01,3.7579e+02
11169,6.6667e+01,-1.7500e+02,4.7500e+01,3.8923e+02
11170,1.0000e+02,-1.7500e+02,4.7500e+01,3.9982e+02
11171,1.3333e+02,-1.7500e+02,4.7500e+01,4.0678e+02
11172,1.6667e+02,-1.7500e+02,4.7500e+01,4.0991e+02
11173,2.0000e+02,-1.7500e+02,4.7500e+01,4.0953e+02
11174,2.3333e+02,-1.7500e+02,4.7500e+01,4.0624e+02
11175,2.6667e+02,-1.7500e+02,4.7500e+01,4.0061e+02
11176,3.0000e+02,-1.7500e+02,4.7500e+01,3.9293e+02
11177,3.3333e+02,-1.7500e+02,4.7500e+01,3.8328e+02
11178,3.6667e+02,-1.7500e+02,4.7500e+01,3.7168e+02
11179,4.0000e+02,-1.7500e+02,4.7500e+01,3.5849e+02
11180,4.3333e+02,-1.7500e+02,4.7500e+01,3.4450e+02
11181,4.6667e+02,-1.7500e+02,4.7500e+01,3.3082e+02
11182,5.0000e+02,-1.7500e+02,4.7500e+01,3.1873e+02
11183,5.3333e+02,-1.7500e+02,4.7500e+01,3.0946e+02
11184,5.6667e+02,-1.7500e+02,4.7500e+01,3.0377e+02
11185,6.0000e+02,-1.7500e+02,4.7500e+01,3.0111e+02
11186,6.3333e+02,-1.7500e+02,4.7500e+01,3.0022e+02
11187,6.6667e+02,-1.7500e+02,4.7500e+01,3.0002e+02
11188,7.0000e+02,-1.7500e+02,4.7500e+01,3.0000e+02
11189,7.3333e+02,-1.7500e+02,4.7500e+01,3.0000e+02
11190,7.6667e+02,-1.7500e+02,4.7500e+01,3.0000e+02
11191,8.0000e+02,-1.7500e+02,4.7500e+01,3.0000e+02
11192,-1.6667e+02,-1.5000e+02,4.7500e+01,3.1159e+02
11193,-2.0000e+02,-1.5000e+02,4.7500e+01,3.0934e+02
11194,-1.3333e+02,-1.5000e+02,4.7500e+01,3.1839e+02
11195,-1.0000e+02,-1.5000e+02,4.7500e+01,3.2985e+02
11196,-6.6667e+01,-1.5000e+02,4.7500e+01,3.4572e+02
11197,-3.3333e+01,-1.5000e+02,4.7500e+01,3.6515e+02
11198,0.0000e+00,-1.5000e+02,4.7500e+01,3.8664e+02
11199,3.3333e+01,-1.5000e+02,4.7500e+01,4.0828e+02
11200,6.6667e+01,-1.5000e+02,4.7500e+01,4.2812e+02
11201,1.0000e+02,-1.5000e+02,4.7500e+01,4.4459e+02
11202,1.3333e+02,-1.5000e+02,4.7500e+01,4.5677e+02
11203,1.6667e+02,-1.5000e+02,4.7500e+01,4.6445e+02
11204,2.0000e+02,-1.5000e+02,4.7500e+01,4.6806e+02
11205,2.3333e+02,-1.5000e+02,4.7500e+01,4.6830e+02
11206,2.6667e+02,-1.5000e+02,4.7500e+01,4.6571e+02
11207,3.0000e+02,-1.5000e+02,4.7500e+01,4.6033e+02
11208,3.3333e+02,-1.5000e+02,4.7500e+01,4.5173e+02
11209,3.6667e+02,-1.5000e+02,4.7500e+01,4.3935e+02
11210,4.0000e+02,-1.5000e+02,4.7500e+01,4.2301e+02
11211,4.3333e+02,-1.5000e+02,4.7500e+01,4.0309e+02
11212,4.6667e+02,-1.5000e+02,4.7500e+01,3.8038e+02
11213,5.0000e+02,-1.5000e+02,4.7500e+01,3.5624e+02
11214,5.3333e+02,-1.5000e+02,4.7500e+01,3.3336e+02
11215,5.6667e+02,-1.5000e+02,4.7500e+01,3.1565e+02
11216,6.0000e+02,-1.5000e+02,4.7500e+01,3.0545e+02
11217,6.3333e+02,-1.5000e+02,4.7500e+01,3.0125e+02
11218,6.6667e+02,-1.5000e+02,4.7500e+01,3.0014e+02
11219,7.0000e+02,-1.5000e+02,4.7500e+01,3.0000e+02
11220,7.3333e+02,-1.5000e+02,4.7500e+01,3.0000e+02
11221,7.6667e+02,-1.5000e+02,4.7500e+01,3.0000e+02
11222,8.0000e+02,-1.5000e+02,4.7500e+01,3.0000e+02
11223,-1.6667e+02,-1.2500e+02,4.7500e+01,3.1582e+02
11224,-2.0000e+02,-1.2500e+02,4.7500e+01,3.1277e+02
11225,-1.3333e+02,-1.2500e+02,4.7500e+01,3.2507e+02
11226,-1.0000e+02,-1.2500e+02,4.7500e+01,3.4058e+02
11227,-6.6667e+01,-1.2500e+02,4.7500e+01,3.6196e+02
11228,-3.3333e+01,-1.2500e+02,4.7500e+01,3.8802e+02
11229,0.0000e+00,-1.2500e+02,4.7500e+01,4.1681e+02
11230,3.3333e+01,-1.2500e+02,4.7500e+01,4.4594e+02
11231,6.6667e+01,-1.2500e+02,4.7500e+01,4.7308e+02
11232,1.0000e+02,-1.2500e+02,4.7500e+01,4.9641e+02
11233,1.3333e+02,-1.2500e+02,4.7500e+01,5.1497e+02
11234,1.6667e+02,-1.2500e+02,4.7500e+01,5.2866e+02
11235,2.0000e+02,-1.2500e+02,4.7500e+01,5.3815e+02
11236,2.3333e+02,-1.2500e+02,4.7500e+01,5.4435e+02
11237,2.6667e+02,-1.2500e+02,4.7500e+01,5.4788e+02
11238,3.0000e+02,-1.2500e+02,4.7500e+01,5.4860e+02
11239,3.3333e+02,-1.2500e+02,4.7500e+01,5.4561e+02
11240,3.6667e+02,-1.2500e+02,4.7500e+01,5.3780e+02
11241,4.0000e+02,-1.2500e+02,4.7500e+01,5.2430e+02
11242,4.3333e+02,-1.2500e+02,4.7500e+01,5.0452e+02
11243,4.6667e+02,-1.2500e+02,4.7500e+01,4.7737e+02
11244,5.0000e+02,-1.2500e+02,4.7500e+01,4.4183e+02
11245,5.3333e+02,-1.2500e+02,4.7500e+01,3.9963e+02
11246,5.6667e+02,-1.2500e+02,4.7500e+01,3.5597e+02
11247,6.0000e+02,-1.2500e+02,4.7500e+01,3.2288e+02
11248,6.3333e+02,-1.2500e+02,4.7500e+01,3.0606e+02
11249,6.6667e+02,-1.2500e+02,4.7500e+01,3.0080e+02
11250,7.0000e+02,-1.2500e+02,4.7500e+01,3.0001e+02
11251,7.3333e+02,-1.2500e+02,4.7500e+01,3.0000e+02
11252,7.6667e+02,-1.2500e+02,4.7500e+01,3.0000e+02
11253,8.0000e+02,-1.2500e+02,4.7500e+01,3.0000e+02
11254,-1.6667e+02,-1.0000e+02,4.7500e+01,3.2043e+02
11255,-2.0000e+02,-1.0000e+02,4.7500e+01,3.1650e+02
11256,-1.3333e+02,-1.0000e+02,4.7500e+01,3.3230e+02
11257,-1.0000e+02,-1.0000e+02,4.7500e+01,3.5210e+02
11258,-6.6667e+01,-1.0000e+02,4.7500e+01,3.7923e+02
11259,-3.3333e+01,-1.0000e+02,4.7500e+01,4.1211e+02
11260,0.0000e+00,-1.0000e+02,4.7500e+01,4.4831e+02
11261,3.3333e+01,-1.0000e+02,4.7500e+01,4.8501e+02
11262,6.6667e+01,-1.0000e+02,4.7500e+01,5.1955e+02
11263,1.0000e+02,-1.0000e+02,4.7500e+01,5.4998e+02
11264,1.3333e+02,-1.0000e+02,4.7500e+01,5.7537e+02
11265,1.6667e+02,-1.0000e+02,4.7500e+01,5.9585e+02
11266,2.0000e+02,-1.0000e+02,4.7500e+01,6.1243e+02
11267,2.3333e+02,-1.0000e+02,4.7500e+01,6.2635e+02
11268,2.6667e+02,-1.0000e+02,4.7500e+01,6.3842e+02
11269,3.0000e+02,-1.0000e+02,4.7500e+01,6.4852e+02
11270,3.3333e+02,-1.0000e+02,4.7500e+01,6.5560e+02
11271,3.6667e+02,-1.0000e+02,4.7500e+01,6.5840e+02
11272,4.0000e+02,-1.0000e+02,4.7500e+01,6.5588e+02
11273,4.3333e+02,-1.0000e+02,4.7500e+01,6.4680e+02
11274,4.6667e+02,-1.0000e+02,4.7500e+01,6.2802e+02
11275,5.0000e+02,-1.0000e+02,4.7500e+01,5.9403e+02
11276,5.3333e+02,-1.0000e+02,4.7500e+01,5.3817e+02
11277,5.6667e+02,-1.0000e+02,4.7500e+01,4.6092e+02
11278,6.0000e+02,-1.0000e+02,4.7500e+01,3.7820e+02
11279,6.3333e+02,-1.0000e+02,4.7500e+01,3.2366e+02
11280,6.6667e+02,-1.0000e+02,4.7500e+01,3.0369e+02
11281,7.0000e+02,-1.0000e+02,4.7500e+01,3.0009e+02
11282,7.3333e+02,-1.0000e+02,4.7500e+01,2.9998e+02
11283,7.6667e+02,-1.0000e+02,4.7500e+01,3.0000e+02
11284,8.0000e+02,-1.0000e+02,4.7500e+01,3.0000e+02
11285,-1.6667e+02,-7.5000e+01,4.7500e+01,3.2490e+02
11286,-2.0000e+02,-7.5000e+01,4.7500e+01,3.2013e+02
11287,-1.3333e+02,-7.5000e+01,4.7500e+01,3.3928e+02
11288,-1.0000e+02,-7.5000e+01,4.7500e+01,3.6314e+02
11289,-6.6667e+01,-7.5000e+01,4.7500e+01,3.9562e+02
11290,-3.3333e+01,-7.5000e+01,4.7500e+01,4.3476e+02
11291,0.0000e+00,-7.5000e+01,4.7500e+01,4.7769e+02
11292,3.3333e+01,-7.5000e+01,4.7500e+01,5.2122e+02
11293,6.6667e+01,-7.5000e+01,4.7500e+01,5.6247e+02
11294,1.0000e+02,-7.5000e+01,4.7500e+01,5.9941e+02
11295,1.3333e+02,-7.5000e+01,4.7500e+01,6.3124e+02
11296,1.6667e+02,-7.5000e+01,4.7500e+01,6.5837e+02
11297,2.0000e+02,-7.5000e+01,4.7500e+01,6.8216e+02
11298,2.3333e+02,-7.5000e+01,4.7500e+01,7.0423e+02
11299,2.6667e+02,-7.5000e+01,4.7500e+01,7.2572e+02
11300,3.0000e+02,-7.5000e+01,4.7500e+01,7.4666e+02
11301,3.3333e+02,-7.5000e+01,4.7500e+01,7.6624e+02
11302,3.6667e+02,-7.5000e+01,4.7500e+01,7.8351e+02
11303,4.0000e+02,-7.5000e+01,4.7500e+01,7.9798e+02
11304,4.3333e+02,-7.5000e+01,4.7500e+01,8.0904e+02
11305,4.6667e+02,-7.5000e+01,4.7500e+01,8.1367e+02
11306,5.0000e+02,-7.5000e+01,4.7500e+01,8.0185e+02
11307,5.3333e+02,-7.5000e+01,4.7500e+01,7.5428e+02
11308,5.6667e+02,-7.5000e+01,4.7500e+01,6.5524e+02
11309,6.0000e+02,-7.5000e+01,4.7500e+01,5.0771e+02
11310,6.3333e+02,-7.5000e+01,4.7500e+01,3.7298e+02
11311,6.6667e+02,-7.5000e+01,4.7500e+01,3.1202e+02
11312,7.0000e+02,-7.5000e+01,4.7500e+01,3.0048e+02
11313,7.3333e+02,-7.5000e+01,4.7500e+01,2.9993e+02
11314,7.6667e+02,-7.5000e+01,4.7500e+01,3.0001e+02
11315,8.0000e+02,-7.5000e+01,4.7500e+01,3.0000e+02
11316,-1.6667e+02,-5.0000e+01,4.7500e+01,3.2867e+02
11317,-2.0000e+02,-5.0000e+01,4.7500e+01,3.2319e+02
11318,-1.3333e+02,-5.0000e+01,4.7500e+01,3.4512e+02
11319,-1.0000e+02,-5.0000e+01,4.7500e+01,3.7231e+02
11320,-6.6667e+01,-5.0000e+01,4.7500e+01,4.0913e+02
11321,-3.3333e+01,-5.0000e+01,4.7500e+01,4.5328e+02
11322,0.0000e+00,-5.0000e+01,4.7500e+01,5.0156e+02
11323,3.3333e+01,-5.0000e+01,4.7500e+01,5.5049e+02
11324,6.6667e+01,-5.0000e+01,4.7500e+01,5.9704e+02
11325,1.0000e+02,-5.0000e+01,4.7500e+01,6.3919e+02
11326,1.3333e+02,-5.0000e+01,4.7500e+01,6.7627e+02
11327,1.6667e+02,-5.0000e+01,4.7500e+01,7.0894e+02
11328,2.0000e+02,-5.0000e+01,4.7500e+01,7.3889e+02
11329,2.3333e+02,-5.0000e+01,4.7500e+01,7.6810e+02
11330,2.6667e+02,-5.0000e+01,4.7500e+01,7.9800e+02
11331,3.0000e+02,-5.0000e+01,4.7500e+01,8.2892e+02
11332,3.3333e+02,-5.0000e+01,4.7500e+01,8.6043e+02
11333,3.6667e+02,-5.0000e+01,4.7500e+01,8.9213e+02
11334,4.0000e+02,-5.0000e+01,4.7500e+01,9.2459e+02
11335,4.3333e+02,-5.0000e+01,4.7500e+01,9.5917e+02
11336,4.6667e+02,-5.0000e+01,4.7500e+01,9.9364e+02
11337,5.0000e+02,-5.0000e+01,4.7500e+01,1.0185e+03
11338,5.3333e+02,-5.0000e+01,4.7500e+01,9.9987e+02
11339,5.6667e+02,-5.0000e+01,4.7500e+01,8.9877e+02
11340,6.0000e+02,-5.0000e+01,4.7500e+01,7.0604e+02
11341,6.3333e+02,-5.0000e+01,4.7500e+01,4.6392e+02
11342,6.6667e+02,-5.0000e+01,4.7500e+01,3.3041e+02
11343,7.0000e+02,-5.0000e+01,4.7500e+01,3.0115e+02
11344,7.3333e+02,-5.0000e+01,4.7500e+01,2.9987e+02
11345,7.6667e+02,-5.0000e+01,4.7500e+01,3.0003e+02
11346,8.0000e+02,-5.0000e+01,4.7500e+01,2.9999e+02
11347,-1.6667e+02,-2.5000e+01,4.7500e+01,3.3118e+02
11348,-2.0000e+02,-2.5000e+01,4.7500e+01,3.2524e+02
11349,-1.3333e+02,-2.5000e+01,4.7500e+01,3.4901e+02
11350,-1.0000e+02,-2.5000e+01,4.7500e+01,3.7839e+02
11351,-6.6667e+01,-2.5000e+01,4.7500e+01,4.1803e+02
11352,-3.3333e+01,-2.5000e+01,4.7500e+01,4.6541e+02
11353,0.0000e+00,-2.5000e+01,4.7500e+01,5.1711e+02
11354,3.3333e+01,-2.5000e+01,4.7500e+01,5.6948e+02
11355,6.6667e+01,-2.5000e+01,4.7500e+01,6.1942e+02
11356,1.0000e+02,-2.5000e+01,4.7500e+01,6.6494e+02
11357,1.3333e+02,-2.5000e+01,4.7500e+01,7.0543e+02
11358,1.6667e+02,-2.5000e+01,4.7500e+01,7.4176e+02
11359,2.0000e+02,-2.5000e+01,4.7500e+01,7.7584e+02
11360,2.3333e+02,-2.5000e+01,4.7500e+01,8.0989e+02
11361,2.6667e+02,-2.5000e+01,4.7500e+01,8.4556e+02
11362,3.0000e+02,-2.5000e+01,4.7500e+01,8.8347e+02
11363,3.3333e+02,-2.5000e+01,4.7500e+01,9.2347e+02
11364,3.6667e+02,-2.5000e+01,4.7500e+01,9.6566e+02
11365,4.0000e+02,-2.5000e+01,4.7500e+01,1.0118e+03
11366,4.3333e+02,-2.5000e+01,4.7500e+01,1.0653e+03
11367,4.6667e+02,-2.5000e+01,4.7500e+01,1.1241e+03
11368,5.0000e+02,-2.5000e+01,4.7500e+01,1.1802e+03
11369,5.3333e+02,-2.5000e+01,4.7500e+01,1.2027e+03
11370,5.6667e+02,-2.5000e+01,4.7500e+01,1.1258e+03
11371,6.0000e+02,-2.5000e+01,4.7500e+01,8.9292e+02
11372,6.3333e+02,-2.5000e+01,4.7500e+01,5.7763e+02
11373,6.6667e+02,-2.5000e+01,4.7500e+01,3.6158e+02
11374,7.0000e+02,-2.5000e+01,4.7500e+01,3.0093e+02
11375,7.3333e+02,-2.5000e+01,4.7500e+01,3.0012e+02
11376,7.6667e+02,-2.5000e+01,4.7500e+01,2.9998e+02
11377,8.0000e+02,-2.5000e+01,4.7500e+01,3.0001e+02
11378,-1.6667e+02,0.0000e+00,4.7500e+01,3.3207e+02
11379,-2.0000e+02,0.0000e+00,4.7500e+01,3.2596e+02
11380,-1.3333e+02,0.0000e+00,4.7500e+01,3.5037e+02
11381,-1.0000e+02,0.0000e+00,4.7500e+01,3.8051e+02
11382,-6.6667e+01,0.0000e+00,4.7500e+01,4.2113e+02
11383,-3.3333e+01,0.0000e+00,4.7500e+01,4.6963e+02
11384,0.0000e+00,0.0000e+00,4.7500e+01,5.2250e+02
11385,3.3333e+01,0.0000e+00,4.7500e+01,5.7605e+02
11386,6.6667e+01,0.0000e+00,4.7500e+01,6.2716e+02
11387,1.0000e+02,0.0000e+00,4.7500e+01,6.7384e+02
11388,1.3333e+02,0.0000e+00,4.7500e+01,7.1552e+02
11389,1.6667e+02,0.0000e+00,4.7500e+01,7.5312e+02
11390,2.0000e+02,0.0000e+00,4.7500e+01,7.8865e+02
11391,2.3333e+02,0.0000e+00,4.7500e+01,8.2441e+02
11392,2.6667e+02,0.0000e+00,4.7500e+01,8.6214e+02
11393,3.0000e+02,0.0000e+00,4.7500e+01,9.0254e+02
11394,3.3333e+02,0.0000e+00,4.7500e+01,9.4562e+02
11395,3.6667e+02,0.0000e+00,4.7500e+01,9.9166e+02
11396,4.0000e+02,0.0000e+00,4.7500e+01,1.0430e+03
11397,4.3333e+02,0.0000e+00,4.7500e+01,1.1038e+03
11398,4.6667e+02,0.0000e+00,4.7500e+01,1.1730e+03
11399,5.0000e+02,0.0000e+00,4.7500e+01,1.2427e+03
11400,5.3333e+02,0.0000e+00,4.7500e+01,1.2832e+03
11401,5.6667e+02,0.0000e+00,4.7500e+01,1.2222e+03
11402,6.0000e+02,0.0000e+00,4.7500e+01,9.7644e+02
11403,6.3333e+02,0.0000e+00,4.7500e+01,6.2482e+02
11404,6.6667e+02,0.0000e+00,4.7500e+01,3.7630e+02
11405,7.0000e+02,0.0000e+00,4.7500e+01,3.0335e+02
11406,7.3333e+02,0.0000e+00,4.7500e+01,2.9987e+02
11407,7.6667e+02,0.0000e+00,4.7500e+01,3.0000e+02
11408,8.0000e+02,0.0000e+00,4.7500e+01,3.0001e+02
11409,-1.6667e+02,2.5000e+01,4.7500e+01,3.3118e+02
11410,-2.0000e+02,2.5000e+01,4.7500e+01,3.2524e+02
11411,-1.3333e+02,2.5000e+01,4.7500e+01,3.4901e+02
11412,-1.0000e+02,2.5000e+01,4.7500e+01,3.7839e+02
11413,-6.6667e+01,2.5000e+01,4.7500e+01,4.1803e+02
11414,-3.3333e+01,2.5000e+01,4.7500e+01,4.6541e+02
11415,0.0000e+00,2.5000e+01,4.7500e+01,5.1711e+02
11416,3.3333e+01,2.5000e+01,4.7500e+01,5.6948e+02
11417,6.6667e+01,2.5000e+01,4.7500e+01,6.1942e+02
11418,1.0000e+02,2.5000e+01,4.7500e+01,6.6494e+02
11419,1.3333e+02,2.5000e+01,4.7500e+01,7.0543e+02
11420,1.6667e+02,2.5000e+01,4.7500e+01,7.4176e+02
11421,2.0000e+02,2.5000e+01,4.7500e+01,7.7584e+02
11422,2.3333e+02,2.5000e+01,4.7500e+01,8.0989e+02
11423,2.6667e+02,2.5000e+01,4.7500e+01,8.4556e+02
11424,3.0000e+02,2.5000e+01,4.7500e+01,8.8347e+02
11425,3.3333e+02,2.5000e+01,4.7500e+01,9.2347e+02
11426,3.6667e+02,2.5000e+01,4.7500e+01,9.6566e+02
11427,4.0000e+02,2.5000e+01,4.7500e+01,1.0118e+03
11428,4.3333e+02,2.5000e+01,4.7500e+01,1.0653e+03
11429,4.6667e+02,2.5000e+01,4.7500e+01,1.1241e+03
11430,5.0000e+02,2.5000e+01,4.7500e+01,1.1802e+03
11431,5.3333e+02,2.5000e+01,4.7500e+01,1.2027e+03
11432,5.6667e+02,2.5000e+01,4.7500e+01,1.1258e+03
11433,6.0000e+02,2.5000e+01,4.7500e+01,8.9292e+02
11434,6.3333e+02,2.5000e+01,4.7500e+01,5.7763e+02
11435,6.6667e+02,2.5000e+01,4.7500e+01,3.6158e+02
11436,7.0000e+02,2.5000e+01,4.7500e+01,3.0093e+02
11437,7.3333e+02,2.5000e+01,4.7500e+01,3.0012e+02
11438,7.6667e+02,2.5000e+01,4.7500e+01,2.9998e+02
11439,8.0000e+02,2.5000e+01,4.7500e+01,3.0001e+02
11440,-1.6667e+02,5.0000e+01,4.7500e+01,3.2867e+02
11441,-2.0000e+02,5.0000e+01,4.7500e+01,3.2319e+02
11442,-1.3333e+02,5.0000e+01,4.7500e+01,3.4512e+02
11443,-1.0000e+02,5.0000e+01,4.7500e+01,3.7231e+02
11444,-6.6667e+01,5.0000e+01,4.7500e+01,4.0913e+02
11445,-3.3333e+01,5.0000e+01,4.7500e+01,4.5328e+02
11446,0.0000e+00,5.0000e+01,4.7500e+01,5.0156e+02
11447,3.3333e+01,5.0000e+01,4.7500e+01,5.5049e+02
11448,6.6667e+01,5.0000e+01,4.7500e+01,5.9704e+02
11449,1.0000e+02,5.0000e+01,4.7500e+01,6.3919e+02
11450,1.3333e+02,5.0000e+01,4.7500e+01,6.7627e+02
11451,1.6667e+02,5.0000e+01,4.7500e+01,7.0894e+02
11452,2.0000e+02,5.0000e+01,4.7500e+01,7.3889e+02
11453,2.3333e+02,5.0000e+01,4.7500e+01,7.6810e+02
11454,2.6667e+02,5.0000e+01,4.7500e+01,7.9800e+02
11455,3.0000e+02,5.0000e+01,4.7500e+01,8.2892e+02
11456,3.3333e+02,5.0000e+01,4.7500e+01,8.6043e+02
11457,3.6667e+02,5.0000e+01,4.7500e+01,8.9213e+02
11458,4.0000e+02,5.0000e+01,4.7500e+01,9.2459e+02
11459,4.3333e+02,5.0000e+01,4.7500e+01,9.5917e+02
11460,4.6667e+02,5.0000e+01,4.7500e+01,9.9364e+02
11461,5.0000e+02,5.0000e+01,4.7500e+01,1.0185e+03
11462,5.3333e+02,5.0000e+01,4.7500e+01,9.9987e+02
11463,5.6667e+02,5.0000e+01,4.7500e+01,8.9877e+02
11464,6.0000e+02,5.0000e+01,4.7500e+01,7.0604e+02
11465,6.3333e+02,5.0000e+01,4.7500e+01,4.6392e+02
11466,6.6667e+02,5.0000e+01,4.7500e+01,3.3041e+02
11467,7.0000e+02,5.0000e+01,4.7500e+01,3.0115e+02
11468,7.3333e+02,5.0000e+01,4.7500e+01,2.9987e+02
11469,7.6667e+02,5.0000e+01,4.7500e+01,3.0003e+02
11470,8.0000e+02,5.0000e+01,4.7500e+01,2.9999e+02
11471,-1.6667e+02,7.5000e+01,4.7500e+01,3.2490e+02
11472,-2.0000e+02,7.5000e+01,4.7500e+01,3.2013e+02
11473,-1.3333e+02,7.5000e+01,4.7500e+01,3.3928e+02
11474,-1.0000e+02,7.5000e+01,4.7500e+01,3.6314e+02
11475,-6.6667e+01,7.5000e+01,4.7500e+01,3.9562e+02
11476,-3.3333e+01,7.5000e+01,4.7500e+01,4.3476e+02
11477,0.0000e+00,7.5000e+01,4.7500e+01,4.7769e+02
11478,3.3333e+01,7.5000e+01,4.7500e+01,5.2122e+02
11479,6.6667e+01,7.5000e+01,4.7500e+01,5.6247e+02
11480,1.0000e+02,7.5000e+01,4.7500e+01,5.9941e+02
11481,1.3333e+02,7.5000e+01,4.7500e+01,6.3124e+02
11482,1.6667e+02,7.5000e+01,4.7500e+01,6.5837e+02
11483,2.0000e+02,7.5000e+01,4.7500e+01,6.8216e+02
11484,2.3333e+02,7.5000e+01,4.7500e+01,7.0423e+02
11485,2.6667e+02,7.5000e+01,4.7500e+01,7.2572e+02
11486,3.0000e+02,7.5000e+01,4.7500e+01,7.4666e+02
11487,3.3333e+02,7.5000e+01,4.7500e+01,7.6624e+02
11488,3.6667e+02,7.5000e+01,4.7500e+01,7.8351e+02
11489,4.0000e+02,7.5000e+01,4.7500e+01,7.9798e+02
11490,4.3333e+02,7.5000e+01,4.7500e+01,8.0904e+02
11491,4.6667e+02,7.5000e+01,4.7500e+01,8.1367e+02
11492,5.0000e+02,7.5000e+01,4.7500e+01,8.0185e+02
11493,5.3333e+02,7.5000e+01,4.7500e+01,7.5428e+02
11494,5.6667e+02,7.5000e+01,4.7500e+01,6.5524e+02
11495,6.0000e+02,7.5000e+01,4.7500e+01,5.0771e+02
11496,6.3333e+02,7.5000e+01,4.7500e+01,3.7298e+02
11497,6.6667e+02,7.5000e+01,4.7500e+01,3.1202e+02
11498,7.0000e+02,7.5000e+01,4.7500e+01,3.0048e+02
11499,7.3333e+02,7.5000e+01,4.7500e+01,2.9993e+02
11500,7.6667e+02,7.5000e+01,4.7500e+01,3.0001e+02
11501,8.0000e+02,7.5000e+01,4.7500e+01,3.0000e+02
11502,-1.6667e+02,1.0000e+02,4.7500e+01,3.2043e+02
11503,-2.0000e+02,1.0000e+02,4.7500e+01,3.1650e+02
11504,-1.3333e+02,1.0000e+02,4.7500e+01,3.3230e+02
11505,-1.0000e+02,1.0000e+02,4.7500e+01,3.5210e+02
11506,-6.6667e+01,1.0000e+02,4.7500e+01,3.7923e+02
11507,-3.3333e+01,1.0000e+02,4.7500e+01,4.1211e+02
11508,0.0000e+00,1.0000e+02,4.7500e+01,4.4831e+02
11509,3.3333e+01,1.0000e+02,4.7500e+01,4.8501e+02
11510,6.6667e+01,1.0000e+02,4.7500e+01,5.1955e+02
11511,1.0000e+02,1.0000e+02,4.7500e+01,5.4998e+02
11512,1.3333e+02,1.0000e+02,4.7500e+01,5.7537e+02
11513,1.6667e+02,1.0000e+02,4.7500e+01,5.9585e+02
11514,2.0000e+02,1.0000e+02,4.7500e+01,6.1243e+02
11515,2.3333e+02,1.0000e+02,4.7500e+01,6.2635e+02
11516,2.6667e+02,1.0000e+02,4.7500e+01,6.3842e+02
11517,3.0000e+02,1.0000e+02,4.7500e+01,6.4852e+02
11518,3.3333e+02,1.0000e+02,4.7500e+01,6.5560e+02
11519,3.6667e+02,1.0000e+02,4.7500e+01,6.5840e+02
11520,4.0000e+02,1.0000e+02,4.7500e+01,6.5588e+02
11521,4.3333e+02,1.0000e+02,4.7500e+01,6.4680e+02
11522,4.6667e+02,1.0000e+02,4.7500e+01,6.2802e+02
11523,5.0000e+02,1.0000e+02,4.7500e+01,5.9403e+02
11524,5.3333e+02,1.0000e+02,4.7500e+01,5.3817e+02
11525,5.6667e+02,1.0000e+02,4.7500e+01,4.6092e+02
11526,6.0000e+02,1.0000e+02,4.7500e+01,3.7820e+02
11527,6.3333e+02,1.0000e+02,4.7500e+01,3.2366e+02
11528,6.6667e+02,1.0000e+02,4.7500e+01,3.0369e+02
11529,7.0000e+02,1.0000e+02,4.7500e+01,3.0009e+02
11530,7.3333e+02,1.0000e+02,4.7500e+01,2.9998e+02
11531,7.6667e+02,1.0000e+02,4.7500e+01,3.0000e+02
11532,8.0000e+02,1.0000e+02,4.7500e+01,3.0000e+02
11533,-1.6667e+02,1.2500e+02,4.7500e+01,3.1582e+02
11534,-2.0000e+02,1.2500e+02,4.7500e+01,3.1277e+02
11535,-1.3333e+02,1.2500e+02,4.7500e+01,3.2507e+02
11536,-1.0000e+02,1.2500e+02,4.7500e+01,3.4058e+02
11537,-6.6667e+01,1.2500e+02,4.7500e+01,3.6196e+02
11538,-3.3333e+01,1.2500e+02,4.7500e+01,3.8802e+02
11539,0.0000e+00,1.2500e+02,4.7500e+01,4.1681e+02
11540,3.3333e+01,1.2500e+02,4.7500e+01,4.4594e+02
11541,6.6667e+01,1.2500e+02,4.7500e+01,4.7308e+02
11542,1.0000e+02,1.2500e+02,4.7500e+01,4.9641e+02
11543,1.3333e+02,1.2500e+02,4.7500e+01,5.1497e+02
11544,1.6667e+02,1.2500e+02,4.7500e+01,5.2866e+02
11545,2.0000e+02,1.2500e+02,4.7500e+01,5.3815e+02
11546,2.3333e+02,1.2500e+02,4.7500e+01,5.4435e+02
11547,2.6667e+02,1.2500e+02,4.7500e+01,5.4788e+02
11548,3.0000e+02,1.2500e+02,4.7500e+01,5.4860e+02
11549,3.3333e+02,1.2500e+02,4.7500e+01,5.4561e+02
11550,3.6667e+02,1.2500e+02,4.7500e+01,5.3780e+02
11551,4.0000e+02,1.2500e+02,4.7500e+01,5.2430e+02
